add-c,4,1,8,127000,15875,0
add-m,4,1,8,165000,20625,0
add-yield-none,4,1,8,151000,18875,0
add-yield-s,4,1,8,17482000,2185250,0
add-yield-c,4,1,8,139000,17375,0
add-yield-m,4,1,8,213000,26625,0
add-none,4,10,80,123000,1537,2
add-s,4,10,80,139000,1737,0
add-c,4,10,80,112000,1400,0
add-m,4,10,80,487000,6087,0
add-yield-none,4,10,80,178000,2225,0
add-yield-s,4,10,80,150000,1875,0
add-yield-c,4,10,80,157000,1962,0
add-yield-m,4,10,80,530000,6625,0
add-none,4,100,800,126000,157,151
add-s,4,100,800,125000,156,0
add-c,4,100,800,241000,301,0
add-m,4,100,800,3156000,3945,0
add-yield-none,4,100,800,403000,503,21
add-yield-s,4,100,800,336000,420,0
add-yield-c,4,100,800,698000,872,0
add-yield-m,4,100,800,3275000,4093,0
add-none,4,1000,8000,186000,23,721
add-s,4,1000,8000,871000,108,0
add-c,4,1000,8000,1119000,139,0
add-m,4,1000,8000,31212000,3901,0
add-yield-none,4,1000,8000,886000,110,-15
add-yield-s,4,1000,8000,2411000,301,0
add-yield-c,4,1000,8000,12777000,1597,0
add-yield-m,4,1000,8000,31815000,3976,0
add-none,4,10000,80000,893000,11,-318
add-s,4,10000,80000,8586000,107,0
add-c,4,10000,80000,14669000,183,0
add-m,4,10000,80000,260848000,3260,0
add-yield-none,4,10000,80000,21270000,265,-173
add-yield-s,4,10000,80000,33487000,418,0
add-yield-c,4,10000,80000,99384000,1242,0
add-yield-m,4,10000,80000,318749000,3984,0
add-none,4,100000,800000,8147000,10,-43605
add-s,4,100000,800000,94308000,117,0
add-c,4,100000,800000,174903000,218,0
add-m,4,100000,800000,2778162000,3472,0
add-yield-none,4,100000,800000,52282000,65,-506
add-yield-s,4,100000,800000,614191000,767,0
add-yield-c,4,100000,800000,7686449000,9608,0
add-yield-m,4,100000,800000,3299472000,4124,0
add-none,8,1,16,217000,13562,0
add-s,8,1,16,238000,14875,0
add-c,8,1,16,199000,12437,0
add-m,8,1,16,267000,16687,0
add-yield-none,8,1,16,214000,13375,1
add-yield-s,8,1,16,157936000,9871000,0
add-yield-c,8,1,16,120815000,7550937,0
add-yield-m,8,1,16,325000,20312,0
add-none,8,10,160,241000,1506,0
add-s,8,10,160,193000,1206,0
add-c,8,10,160,212000,1325,0
add-m,8,10,160,1068000,6675,0
add-yield-none,8,10,160,366000,2287,2
add-yield-s,8,10,160,1537869000,9611681,0
add-yield-c,8,10,160,1364450000,8527812,0
add-yield-m,8,10,160,759000,4743,0
add-none,8,100,1600,209000,130,0
add-s,8,100,1600,205000,128,0
add-c,8,100,1600,195000,121,0
add-m,8,100,1600,6360000,3975,0
add-yield-none,8,100,1600,2063000,1289,5
add-yield-s,8,100,1600,18831956000,11769972,0
add-yield-c,8,100,1600,18192393000,11370245,0
add-yield-m,8,100,1600,8590000,5368,0
add-none,8,1000,16000,297000,18,-946
add-s,8,1000,16000,1743000,108,0
add-c,8,1000,16000,2848000,178,0
add-m,8,1000,16000,69378000,4336,0
add-yield-none,8,1000,16000,19491000,1218,-20
add-yield-s,8,1000,16000,186744470000,11671529,0
add-yield-c,8,1000,16000,188640929000,11790058,0
add-yield-m,8,1000,16000,94721000,5920,0
add-none,8,10000,160000,1782000,11,1417
add-s,8,10000,160000,29357000,183,0
add-c,8,10000,160000,41545000,259,0
add-m,8,10000,160000,579728000,3623,0
add-yield-none,8,10000,160000,165765000,1036,124
