list-dl-s,12,1,1,36,372319,10342
list-none-m,12,2,1,72,311923,4332
list-i-m,12,2,1,72,335248,4656
list-d-m,12,2,1,72,324392,4505
list-il-m,12,2,1,72,323723,4496
list-dl-m,12,2,1,72,291418,4047
list-none-s,12,2,1,72,317720,4412
list-i-s,12,2,1,72,285238,3961
list-d-s,12,2,1,72,278036,3861
list-il-s,12,2,1,72,276076,3834
list-dl-s,12,2,1,72,254338,3532
list-none-m,12,4,1,144,255942,1777
list-i-m,12,4,1,144,269539,1871
list-d-m,12,4,1,144,250791,1741
list-il-m,12,4,1,144,278503,1934
list-dl-m,12,4,1,144,258430,1794
list-none-s,12,4,1,144,383450,2662
list-i-s,12,4,1,144,368067,2556
list-d-s,12,4,1,144,308356,2141
list-il-s,12,4,1,144,303146,2105
list-dl-s,12,4,1,144,287130,1993
list-none-m,12,8,1,288,315016,1093
list-i-m,12,8,1,288,533582,1852
list-d-m,12,8,1,288,295549,1026
list-il-m,12,8,1,288,322933,1121
list-dl-m,12,8,1,288,421811,1464
list-none-s,12,8,1,288,289480,1005
list-i-s,12,8,1,288,285831,992
list-d-s,12,8,1,288,261863,909
list-il-s,12,8,1,288,301241,1045
list-dl-s,12,8,1,288,318650,1106
list-none-m,12,16,1,576,689681,1197
list-i-m,12,16,1,576,934373,1622
list-d-m,12,16,1,576,909976,1579
list-il-m,12,16,1,576,1033926,1795
list-dl-m,12,16,1,576,792506,1375
list-none-s,12,16,1,576,590623,1025
list-i-s,12,16,1,576,809115,1404
list-d-s,12,16,1,576,355498,617
list-il-s,12,16,1,576,679385,1179
list-dl-s,12,16,1,576,712167,1236
list-none-m,12,32,1,1152,1380198,1198
list-i-m,12,32,1,1152,2015381,1749
list-d-m,12,32,1,1152,1748624,1517
list-il-m,12,32,1,1152,2076113,1802
list-dl-m,12,32,1,1152,1970882,1710
list-none-s,12,32,1,1152,1662894,1443
list-i-s,12,32,1,1152,1805989,1567
list-d-s,12,32,1,1152,1780499,1545
list-il-s,12,32,1,1152,1813828,1574
list-dl-s,12,32,1,1152,1977080,1716
list-none-m,1,1000,1,3000,3470921,1156
list-none-s,1,1000,1,3000,3477511,1159
list-none-m,2,1000,1,6000,20721895,3453
list-none-s,2,1000,1,6000,17269403,2878
list-none-m,4,1000,1,12000,78506320,6542
list-none-s,4,1000,1,12000,56403356,4700
list-none-m,8,1000,1,24000,384754566,16031
list-none-s,8,1000,1,24000,262798948,10949
list-none-m,12,1000,1,36000,1001099195,27808
list-none-s,12,1000,1,36000,456331340,12675
list-none-m,16,1000,1,48000,1928269277,40172
list-none-s,16,1000,1,48000,1016953003,21186
list-none-m,24,1000,1,72000,4709247644,65406
list-none-s,24,1000,1,72000,2545243050,35350
